,Title-Code,Title Name,Hindi Title,Register Serial No,Regn No.,Owner Name,State,Publication City/District,Periodity
1099,DELHIN12161,RAJA BABU TIMES,,87601.0,DELHIN/2005/15044,LAXMI,DEL,DELHI,M
1100,DELHIN27516,RAJNEETI TIMES,,124439.0,DELHIN/2013/51884,SHASHI KANT DUBEY,DEL,DELHI,M
1101,DELHIN27211,BHUMI TIMES,,114308.0,DELHIN/2012/41751,JITENDRA CHATURVEDI,DEL,DELHI,M
1102,DELHIN27309,VIR SURYA TIMES,,118924.0,DELHIN/2012/46367,MANVIR SINGH,DEL,DELHI,M
1103,DELHIN16047,SAGAR PRERNA TIMES,सागर प्रेरणा टाइम्स,102266.0,DELHIN/2009/29709,RAKESH KUMAR SAGAR,DEL,DELHI,M
1104,DELENG07611,CRAFT TIMES,,53491.0,53491/ 91,DURGA DASS PUBLICATION (P) LTD.,DEL,DELHI,M
1105,DELENG06087,TRAVEL TIMES,,16242.0,16242/ 68,SHRI K.V PILLAI,DEL,DELHI,M
1106,DELHIN16359,RASHTRIYA LOKSHAKTI TIMES,राष्ट्रीय लोकशक्ति टाइम्स,106760.0,DELHIN/2010/34203,MOHD. RAFI,DEL,DELHI,M
1107,DELMUL00515,JHULELAL SINDHU DHARA TIMES,,62815.0,62815/ 91,HEMAN DAS MOTWANI,DEL,DELHI,M
1108,DELBIL01269,MOHYAL TIMES,,47165.0,47165/ 87,MOHYAL EDUCATIONAL SOCIETY,DEL,DELHI,M
1109,DELBIL01866,SCOOTER TIMES,,43039.0,43039/ 83,JAGJIT SINGH,DEL,DELHI,M
1110,DELBIL01959,SOCIAL AND SECULAR TIMES,,28784.0,28784/ 76,DR.B.S.KANWAR,DEL,DELHI,M
1111,DELBIL02513,AARSH TIMES,,53508.0,53508/ 92,VIMAL DEV BHARDWAJ,DEL,DELHI,M
1112,DELBIL03273,SUMIT SHINING LIFE TIMES,सुमित शाइनिंग लाइफ टाइम्स,63763.0,63763/ 95,SATYAINDER MOHAN CHOPRA,DEL,DELHI,M
1113,DELBIL04400,MEDICO-TECHNICAL TIMES,,74846.0,DELBIL/2000/02289,DR.VINOD BACHHETI,DEL,DELHI,M
1114,DELHIN09859,CHAND TIMES,,72927.0,DELHIN/1999/00370,ASHOK SONI,DEL,DELHI,M
1115,DELHIN12462,LEO TIMES,,86194.0,DELHIN/2004/13637,HARSH PRIYA SINGH,DEL,DELHI,M
1116,DELHIN11541,MAGADH TIMES,,86470.0,DELHIN/2004/13913,N.K.SINGHAL,DEL,DELHI,M
1117,DELHIN09452,GEETA TIMES,,57370.0,57370/ 01,MANEESH KUMAR,DEL,DELHI,M
1118,DELENG17477,REVENUE TRANSPARENCY TIMES,रेवेन्यू ट्रांसपेरेंसी टाइम्स,102074.0,DELENG/2009/29517,A.K. BANERJEE,DEL,DELHI,M
1119,DELHIN10983,GUDBUD GHOTALA TIMES,,78449.0,DELHIN/2001/05892,BHARAT BHUSHAN KHANEJA,DEL,DELHI,M
1120,DELENG12066,CARGO TIMES,,73872.0,DELENG/2000/01315,CROSS SECTION PUBLICATIONS PVT. LTD.,DEL,DELHI,M
1121,DELENG03880,MEDIA TIMES AHEAD,,49224.0,49224/ 88,"BENNETT, COLEMAN & CO.LTD",DEL,DELHI,M
1122,DELENG02567,ICONIC TIMES,,47438.0,47438/ 89,ICON PRESS,DEL,DELHI,M
1123,DELENG02829,INDO MALAYSIAN TIMES,,12853.0,12853/ 66,M B SINGH,DEL,DELHI,M
1124,DELHIN13954,KARAN VIR TIMES,करण वीर टाईम्‍स,94197.0,DELHIN/2007/21640,YASH PAL CHOUHAN,DEL,DELHI,M
1125,DELHIN14023,PREMIER TIMES,प्रीमि‍यर टाइम्‍स,91453.0,DELHIN/2006/18896,RAHUL KUMAR JHA,DEL,DELHI,M
1126,DELENG09831,VASANT KUNJ TIMES,,63947.0,63947/ 96,R.K.BHATNAGAR,DEL,DELHI,M
1127,DELBIL06985,PUBLIC GRIEVANCE TIMES,पब्लिक ग्रिवेंस टाइम्स,96608.0,DELBIL/2008/24051,SURINDER PURI,DEL,DELHI,M
1128,DELBIL07567,BAD DEBTS RECOVERY TIMES,,111214.0,DELBIL/2011/38657,T.P.S. GROVER,DEL,DELHI,M
1129,DELENG18147,OBESITY TIMES,,114324.0,DELENG/2012/41767,ATUL N.C. PETERS,DEL,DELHI,M
1130,DELHIN07120,PRABHAT COMMERCIAL TIMES,,57411.0,57411/ 94,PRABHAT,DEL,DELHI,M
1131,DELHIN06043,VEER SATTA TIMES,,55514.0,55514/ 92,SOMNATH KACHRU,DEL,DELHI,M
1132,DELHIN06354,BHARAT SAHARA TIMES,,55530.0,55530/ 92,RAJESH BHATT,DEL,DELHI,M
1133,DELHIN13480,DEVKI NANDAN TIMES,,88856.0,DELHIN/2006/16299,MOOLCHAND GUPTA,DEL,DELHI,M
1134,DELHIN15016,CIVIL SERVICES ASPIRANTS TIMES,सिविल सर्विसेज अस्परेंट्स टाइम्स,95586.0,DELHIN/2007/23029,BHOLA NATH SINGH CHOUDHARY,DEL,DELHI,M
1135,DELHIN15211,SAHEED BHAGAT SINGH TIMES,शहीद भगत सिंह टाइम्स,95752.0,DELHIN/2007/23195,SHIV KUMAR AGGARWAL,DEL,DELHI,M
1136,DELBIL07767,SAI NEEM TIMES,सांई नीम टाइम्स,129286.0,DELBIL/2013/56731,PRATEEK CHAUHAN,DEL,DELHI,M
1137,DELBIL07878,LEARNING TIMES,लर्निंग टाइम्स,131862.0,DELBIL/2014/59307,VIVEK CHARITRA,DEL,DELHI,M
1138,DELBIL07944,INTELLECTUAL LAW TIMES,,140275.0,DELBIL/2016/67720,INTELLECTUAL LEGAL SERVICES PVT. LTD.,DEL,DELHI,M
1139,DELBIL11578,THE GEN X TIMES,,145280.0,DELBIL/2017/72725,REKHA MEHTA,DEL,DELHI,M
1140,DELENG01246,CURRENT IMPORT & EXPORT TIMES,,45844.0,45844/ 86,J D JAIN,DEL,DELHI,M
1141,DELENG01309,DALMIA RESORTIMES,,47237.0,47237/ 88,DALMIA RESORTS INTERNATIONAL (PVT) LTD,DEL,DELHI,M
1142,DELENG18434,CSR TIMES,,122195.0,DELENG/2013/49640,BRANDWORKS MEDIA PRIVATE LIMITED,DEL,DELHI,M
1143,DELHIN27511,RASHTRIYA SAB TAK TIMES,,122541.0,DELHIN/2013/49986,PRASHANT DUTT,DEL,DELHI,M
1144,DELHIN27518,EKLAVYA TIMES,,124269.0,DELHIN/2013/51714,GURJEET KAUR,DEL,DELHI,M
1145,DELHIN27425,KIRARI TIMES,,121626.0,DELHIN/2013/49071,POOJA DEVI,DEL,DELHI,M
1146,DELHIN11061,G TIMES,,77599.0,DELHIN/2001/05042,ASHOK CHUGH,DEL,DELHI,M
1147,DELBIL03754,STUDY TIMES,,68147.0,68147/ 98,NEERAJ CHOPRA,DEL,DELHI,M
1148,DELENG16030,ALL INDIA C. P. W. D. ENGINEERS TIMES,,95425.0,DELENG/2007/22868,SHANTI SWAROOP JAISWAL,DEL,DELHI,M
1149,DELHIN08032,SATTA TIMES,,64580.0,64580/ 96,RAKHI RASTOGI,DEL,DELHI,M
1150,DELHIN07275,HIND VARTA TIMES,,59354.0,59354/ 94,ASHA,DEL,DELHI,M
1151,DELURD02921,RASHTRIYA LOKSHAKTI TIMES,,111223.0,DELURD/2011/38666,MOHD. RAFI,DEL,DELHI,M
1152,DELHIN08754,RAHIL TIMES,,69427.0,69427/ 98,MOHD.JAHIR DEHLAVI,DEL,DELHI,M
1153,DELENG10588,MATCH POINT TIMES,,67971.0,67971/ 98,BSC PUBLISHING CO. PVT. LTD.,DEL,DELHI,M
1154,DELENG05905,TIMES OF SCIENCE & TECHNOLOGY,,47220.0,47220/ 87,S.R KULKARNI,DEL,DELHI,M
1155,DELENG05359,TANSEEM TIMES,,47289.0,47289/ 88,TARIQ ANWAR,DEL,DELHI,M
1156,DELHIN12179,NAVBHAVAN TIMES,,85006.0,DELHIN/2004/12449,RAJESH KUMAR SHARMA,DEL,DELHI,M
1157,DELHIN12309,SAVARKAR TIMES,,85934.0,DELHIN/2004/13377,JUNG BAHADUR KSHATRIYA,DEL,DELHI,M
1158,DELENG18751,THE POLICE TIMES,,137144.0,DELENG/2015/64589,PROGRESSIVE ORGANIZATION FOR EDUCATION AND MANAGEMENT,DEL,DELHI,M
1159,DELENG11775,THE FORWARD TIMES,,77590.0,DELENG/2000/05033,SYED BEDAR BAKHT,DEL,DELHI,M
1160,DELENG13352,THE STITCH TIMES,,82241.0,DELENG/2003/09684,ANURAG S.AGARWAL,DEL,DELHI,M
1161,DELENG14417,REAL PROPERTY TIMES,,86202.0,DELENG/2004/13645,M/S. RELLI HOME SOLUTION PVT LTD,DEL,DELHI,M
1162,DELENG14432,TEXTILE TIMES,,87475.0,DELENG/2004/14918,D.K. NAIR,DEL,DELHI,M
1163,DELHIN06011,MUKHERJEE NAGAR TIMES,,53523.0,53523/ 92,MAHENDRA PAL,DEL,DELHI,M
1164,DELENG19048,HOSIERY TIMES,,25610.0,25610/ 73,KAMLESH RANI,DEL,DELHI,M
1165,DELENG19072,FUTURE DIVISION TIMES,,140993.0,DELENG/2015/68438,ETERNAL GANGES PRESS PVT.LTD,DEL,DELHI,M
1166,DELENG19412,PUNJI TIMES,,144653.0,DELENG/2017/72098,P S MANAGEMENT SOLUTIONS PVT LTD,DEL,DELHI,M
1167,DELBIL05149,INSTITUTIONAL TIMES,,83229.0,DELBIL/2003/10672,DR.VIJAY KANSAL,DEL,DELHI,M
1168,DELBIL05399,THE EXAMINATION TIMES,,83984.0,DELBIL/2003/11427,B.K.RANA,DEL,DELHI,M
1169,DELBIL07107,FACTORY TIMES,,98889.0,DELBIL/2008/26332,J.L. GOSWAMI,DEL,DELHI,M
1170,DELBIL07583,SHIVOM TIMES,,111830.0,DELBIL/2011/39273,VINOD KHODARIA,DEL,DELHI,M
1171,DELHIN06830,DELHI GARHWAL TIMES,डेल्ही गढ़वाल टाइम्स,57263.0,57263/ 94,USHA KUKRETI,DEL,DELHI,M
1172,DELBIL11670,KIDSMANIA TIMES,,151899.0,DELBIL/2020/79344,MR. RAJKUMAR SETHI,DEL,DELHI,M
1173,DELHIN10304,DADAJI TIMES,,73922.0,DELHIN/2000/01365,TARANG ANTRA PUBLICATIONS,DEL,DELHI,M
1174,DELHIN11158,PASCHAMI DELHI SAMARPAN TIMES,पश्चिमी डेल्ही समर्पण टाइम्स,78420.0,DELHIN/2001/05863,DEEPAK JAIN,DEL,DELHI,M
1175,DELHIN28227,SHASTRI TIMES,शास्त्री टाईम्स,135139.0,DELHIN/2012/62584,POOJA PUBLICATION,DEL,DELHI,M
1176,DELENG00807,CAREER TIMES,,26738.0,26738/ 74,THE CAREER TIMES PUBLICATIONS,DEL,DELHI,M
1177,DELHIN01165,DHARMAKAL GAPS TIMES,,50857.0,50857/ 90,PAWAN KUMAR,DEL,DELHI,M
1178,DELHIN01873,INDIAN TRADERS TIMES,,47280.0,47280/ 87,KAFEEL AHAMAED ANSARI,DEL,DELHI,M
1179,DELHIN27186,THE VAIDIK TIMES,,119936.0,DELHIN/2012/47379,SUSHMA KUMARI,DEL,DELHI,M
1180,DELHIN28577,JUGAL KISHORE TIMES,जुगल किशोर टाइम्स,141897.0,DELHIN/2016/69342,BHUPENDER KUMAR,DEL,DELHI,M
1181,DELHIN27900,COLOUR TIMES,,130985.0,DELHIN/2014/58430,SUNNY SEHGAL,DEL,DELHI,OP
1182,DELBIL03778,THE GREAT HOLKAR TIMES,,70173.0,70173/ 98,AKHIL BHARATIYA HOLKAR MAHASANGH,DEL,DELHI,Q
1183,DELHIN27392,CHALCHITRA TIMES,चलचित्र टाइम्स,130407.0,DELHIN/2014/57852,SUSHMA KAPOOR,DEL,DELHI,Q
1184,DELENG09334,SHIPRA LIBRARY TIMES,,63752.0,63752/ 96,M.K.JAIN,DEL,DELHI,Q
1185,DELENG03620,LEGAL TIMES AND SOCIAL TRENDS,,42930.0,42930/ 84,VIMAL KUMAR WADHAWAN,DEL,DELHI,Q
1186,DELMAI00008,BAGMATI DAMODAR TIMES,,67499.0,67499/ 97,MANOJ KUMAR JHA,DEL,DELHI,Q
1187,DELENG01332,DARGAH HZT NIZAMUDDIN TIMES,,34505.0,34505/ 79,FARID AHMED NIZAMI,DEL,DELHI,Q
1188,DELENG11714,ALTERNATE MEDIA TIMES,,74657.0,DELENG/1999/02100,MEDIA LINKAGES,DEL,DELHI,Q
1189,DELBIL11756,THE TIMES OF CHANDNI CHOWK,,,,NITIN AGARWAL,DEL,DELHI,Q
1190,DELENG10189,LEGISLATION TIMES,,82840.0,DELENG/2003/10283,SATISH KHURANA,DEL,DELHI,Q
1191,DELBIL06318,DIGITAL PHOTO TIMES,डिजीटल फोटो टाइम्स,91464.0,DELBIL/2006/18907,PUSHPANDER GAUBA,DEL,DELHI,Q
1192,DELENG13578,BUREAU TIMES,,55644.0,55644/ 92,SARITA GAUTAM,DEL,DELHI,Q
1193,DELENG13691,TINKER BELL TIMES,,83593.0,DELENG/32003/11036,SIDDHARTH KAPUR,DEL,DELHI,Q
1194,DELENG18301,TOPRUNG TIMES,,118206.0,DELENG/2012/45649,PANKAJ SAXENA,DEL,DELHI,Q
1195,DELENG18703,THE ECONOMIC TIMES MANSION,,134933.0,DELENG/2014/62378,"BENNETT, COLEMAN & CO.LTD",DEL,DELHI,Q
1196,DELHIN09876,BHARAT RATAN DR.AMBEDKAR TIMES,,71647.0,71647/ 99,KRISHNA MURARI JATAV,DEL,DELHI,Q
1197,DELENG07143,AUTOMOBILE TIMES,,7133.0,7133/ 62,TULSI KAUL,DEL,DELHI,Q
1198,DELENG11482,SPIRITUAL TIMES,,70997.0,70997/ 99,SYED MOHD. SAMNANI ASHRAF,DEL,DELHI,Q
1199,DELBIL06462,MAITRI TIMES,मैत्री टाइम्‍स,91909.0,DELBIL/2006/19352,GAYATRI,DEL,DELHI,Q
1200,DELHIN04002,SUR TIMES OF SANDESH,सुर टाइम्स ऑफ़ संदेश,53346.0,53346/ 90,RAMESH,DEL,DELHI,THW
1201,DELHIN05312,PRITYAKSH DARSHAN TIMES,,53371.0,53371/ 91,SUNIL NARULA,DEL,DELHI,THW
1202,DELENG17409,THE TIMES OF DOON,दि टाइम्स ऑफ़ दून,101951.0,DELENG/2009/29394,"BENNETT, COLEMAN & CO.LTD",DEL,DELHI,TWW
1203,DELHIN10138,PITAMPURA TIMES,,75360.0,DELHIN/2000/02803,PAWAN GOYAL,DEL,DELHI,W
1204,DELHIN10186,SUDHIR TIMES,,76895.0,DELHIN/1999/04338,SUDHIR KUMAR JAIN,DEL,DELHI,W
1205,DELHIN10242,AL ITTEHAD TIMES,,73863.0,DELHIN/2000/01306,MOHAMMED YAMIN,DEL,DELHI,W
1206,DELHIN27357,RANBHUMI TIMES,,120278.0,DELHIN/2012/47721,HEM PRAKASH,DEL,DELHI,W
1207,DELENG17340,LAYAKA TIMES,,57294.0,57294/ 90,S M ASIF,DEL,DELHI,W
1208,DELENG12518,EDUCATION TIMES,,77405.0,DELENG/2001/04848,"BENNETT, COLEMAN & CO.LTD",DEL,DELHI,W
1209,DELHIN11557,APRADH SUDHARAK TIMES,अपराध सुधारक टाइम्स,75737.0,DELHIN/1996/03180,KAMAL TANDON,DEL,DELHI,W
1210,DELENG14369,BIC TIMES,,85959.0,DELENG/2004/13402,NAVIN PAL SINGH BHANDARI,DEL,DELHI,W
1211,DELHIN12533,PRIYA TIMES,,85018.0,DELHIN/2004/12461,PRIYA PANT,DEL,DELHI,W
1212,DELHIN12582,PRAKHAR TIMES,,86101.0,DELHIN/2004/13544,RAVINDRA KUMAR,DEL,DELHI,W
1213,DELHIN12270,JAY PRASHAR TIMES,,84631.0,DELHIN/2003/12074,R.K.JAIN,DEL,DELHI,W
1214,DELHIN12416,BHUMI TIMES,,88466.0,DELHIN/2005/15909,JITENDRA CHATURVEDI,DEL,DELHI,W
1215,DELHIN28835,KELANCHAL TIMES,केलांचल टाईम्स,151031.0,DELHIN/2019/78476,NANDAN KUMAR JHA,DEL,DELHI,W
1216,DELBIL03255,ECONOMIC & POLTICAL RAJDHANI TIMES,,61879.0,61879/ 95,SUNIL DANG,DEL,DELHI,W
1217,DELENG05891,TENDER TIMES,,43008.0,43008/ 85,TENDER TIMES PUBLICATION,DEL,DELHI,W
1218,DELHIN16579,SATIJA TIMES,,112267.0,DELHIN/2011/39710,NARESH KUMAR SHARMA,DEL,DELHI,W
1219,DELENG07723,BULLION TIMES,,26771.0,26771/ 74,SAHDEV RAJ VAID,DEL,DELHI,W
1220,DELHIN05895,SANDHYA TIMES DINMAN TIMES SAMAHIT,,10546.0,10546/ 65,BANNET COLEMAN & CO. LTD.,DEL,DELHI,W
1221,DELHIN05910,AZAD AWAZ TIMES,आज़ाद आवाज़ टाइम्स,59332.0,59332/ 94,MANKAN DEEP SINGH,DEL,DELHI,W
1222,DELHIN05974,PICK PRIY TIMES,,53352.0,53352/ 91,VISHAL SHARMA,DEL,DELHI,W
1223,DELHIN14046,INDIA ALL THE TIMES,इंडि‍या ऑल द टाइम्‍स,92087.0,DELHIN/2007/19530,JASWANT SINGH,DEL,DELHI,W
1224,DELURD02282,NETAJI TIMES,,25710.0,25710/ 73,F. R. KHAN,DEL,DELHI,W
1225,DELHIN01818,HIMALAYA TIMES,हिमालय टाइम्स,4546.0,4546/ 58,HIMALAYA PRAKASHAN SAMITI,DEL,DELHI,W
1226,DELHIN27959,NEEL KAMAL TIMES,नील कमल टाइम्स,131354.0,DELHIN/2014/58799,PAWAN KUMAR,DEL,DELHI,W
1227,DELHIN28504,SWABHAVIK TIMES,स्वाभाविक टाइम्स,138927.0,DELHIN/2016/66372,JAKIR ALI,DEL,DELHI,W
1228,DELHIN14130,MANAVADHIKAR TIMES,मानवाधि‍कार टाइम्‍स,92212.0,DELHIN/2006/19655,JAI PRAKASH,DEL,DELHI,W
1229,DELHIN14888,NAV SRUSHTI TIMES,,99203.0,DELHIN/2008/26646,EDOPTICA (INDIA) LIMITED,DEL,DELHI,W
1230,DELHIN15217,NEW AJANTA TIMES,न्यू अजंता टाइम्स,101966.0,DELHIN/2009/29409,GURMEET SINGH,DEL,DELHI,W
1231,DELHIN15289,JAN SANCHETNA TIMES,जन संचेतना टाइम्स,98955.0,DELHIN/2008/26398,KISHAN LAL BUDANI,DEL,DELHI,W
1232,DELHIN15322,READING TIMES,रीडिंग टाइम्स,101244.0,DELHIN/2008/28687,PRAMOD JAIN,DEL,DELHI,W
1233,DELHIN15507,SAMJHOTA TIMES,,99390.0,DELHIN/2008/26833,JAI PRAKASH,DEL,DELHI,W
1234,DELHIN08604,JUNOON TIMES,,66911.0,66911/ 97,MUKESH SHARMA,DEL,DELHI,W
1235,DELHIN08857,JAUDA TIMES,,68060.0,68060/ 98,SUKHVINDER SINGH JAURA,DEL,DELHI,W
1236,DELHIN07963,BHARATIYA NAI SHATABDI TIMES,,64087.0,64087/ 96,RAJESH KUMAR GARG,DEL,DELHI,W
1237,DELHIN08324,YAMUNA LAHAR TIMES,,66085.0,66085/ 97,ASHOK BALA,DEL,DELHI,W
1238,DELHIN08386,DELHI DARBAR TIMES,,72868.0,DELHIN/1999/00311,SIKANDAR AHMED,DEL,DELHI,W
1239,DELHIN06611,CAPITAL TIMES OF CAPITAL TODAY,,62342.0,62342/ 93,NAVAL KISHORE SHARMA,DEL,DELHI,W
1240,DELHIN07173,DELHI CRIME TIMES,,59265.0,59265/ 94,HARNAM SINGH SANSANWAL,DEL,DELHI,W
1241,DELHIN07252,NAMASKAR TIMES,,59234.0,59234/ 94,NEELAM VASHIST,DEL,DELHI,W
1242,DELHIN11134,STYLE TIMES,,77562.0,DELHIN/2001/05005,SURENDER ARORA,DEL,DELHI,W
1243,DELHIN03647,RAJMANGAL TIMES,,47215.0,47215/ 87,KANCHAN GUPTA,DEL,DELHI,W
1244,DELBIL01668,RISING TIMES OF DELHI,,50748.0,50748/,DELHI SAMACHAR SAMUH,DEL,DELHI,W
1245,DELBIL01980,SWARN TIMES,स्वर्ण टाइम्स,47258.0,47258/ 87,MAA BASANTI CHARITABLE TRUST,DEL,DELHI,W
1246,DELHIN14478,ABHI TAK CRIME TIMES,अभी तक क्राइम टाइम्‍स,92538.0,DELHIN/2007/19981,RAJENDER GUPTA,DEL,DELHI,W
1247,DELHIN09814,U.K.G.TIMES,,71468.0,71468/ 99,UMESH KUMAR GUPTA,DEL,DELHI,W
1248,DELHIN09893,NAJAFGARH TIMES,,72637.0,DELHIN/1999/00050,SHYAM SUNDER YADAV,DEL,DELHI,W
1249,DELHIN10213,LALA TIMES,,75993.0,DELHIN/2000/03436,M.K.JAIN,DEL,DELHI,W
1250,DELHIN05781,DESH KE NAAM SANDESH TIMES,देश के नाम संदेश टाइम्स,53573.0,53573/ 92,MASTER SHAMSUDDIN,DEL,DELHI,W
1251,DELHIN28917,GURUDASPURIYA TIMES,गुरुदासपुरिया टाइम्स,152555.0,DELHIN/2021/80000,SARABJEET SINGH,DEL,DELHI,W
1252,DELENG08734,DELHI TENDER TIMES,,57234.0,57234/ 93,MANOHAR GULATI,DEL,DELHI,W
1253,DELENG09529,THE TIMES OF EDUCATION,,72386.0,72386/ 98,NARENDRA KUMAR MOHARANA,DEL,DELHI,W
1254,DELHIN08582,HIMANCHA TIMES,,68293.0,68293/ 98,KULDEEP SHARMA,DEL,DELHI,W
1255,DELHIN08731,APANA HATH THAMO TIMES,,67845.0,67845/ 97,SATVIR SHARMA,DEL,DELHI,W
1256,DELHIN07466,DAWAT SAMACHAR TIMES,,59461.0,59461/ 95,KHURSHID AHMAD,DEL,DELHI,W
1257,DELHIN06860,SUN INDIA TIMES,,59250.0,59250/ 94,HARVINDRA KAUR,DEL,DELHI,W
1258,DELHIN08082,RASHTRIYA AMAR JYOTI TIMES,,64585.0,64585/ 96,SURENDRA PAL,DEL,DELHI,W
1259,DELHIN08255,HAMDARD TIMES,,65092.0,65092/ 97,ABDUL HASHIM,DEL,DELHI,W
1260,DELHIN06986,SAHARA SANDESH TIMES,सहारा संदेश टाइम्स,62483.0,62483/ 94,FURKAN ALI,DEL,DELHI,W
1261,DELHIN07241,AMAR DEEP TIMES,अमर दीप टाइम्स,64442.0,64442/ 96,AMARDEEP SHASTRI,DEL,DELHI,W
1262,DELHIN16202,KALYUGI TIMES,कलयुगी टाइम्स,104693.0,DELHIN/2010/32136,MANOJ RAI,DEL,DELHI,W
1263,DELHIN16235,ADARSH BHARAT TIMES,,107595.0,DELHIN/2010/35038,KRISHNA NAND BHATT,DEL,DELHI,W
1264,DELHIN16308,SEEMAPURI TIMES,,110646.0,DELHIN/2011/38089,R.P. VERMA,DEL,DELHI,W
1265,DELBIL05097,SOOCHANA BHARATI TIMES,,81076.0,DELBIL/2002/08519,MRS.SONIA ANAND,DEL,DELHI,W
1266,DELHIN06050,HIND SURYA TIMES,,53595.0,53595/ 92,KASIM SAYYED,DEL,DELHI,W
1267,DELHIN06644,THE JAMUNAPAR TIMES,,57322.0,57322/ 93,VIRENDRA SAINI,DEL,DELHI,W
1268,DELENG03032,INDIAN TIMES,इंडियन टाइम्स,536.0,536/ 57,HARJIT SINGH AND S KIRPAL SINGH,DEL,DELHI,W
1269,DELHIN12057,TIMES OF TRUTH,,88290.0,DELHIN/2005/15733,NARESH CHAUHAN,DEL,DELHI,W
1270,DELHIN12355,KANISKA TIMES,,88762.0,DELHIN/2005/16205,BHARTIYA JAN VIKAS SANSTHA,DEL,DELHI,W
1271,DELHIN12499,TIMES OF MEDIA,,85442.0,DELHIN/2004/12885,PANKAJ KUMAR,DEL,DELHI,W
1272,DELENG07532,FINANCIAL TIMES,,57252.0,57252/ 93,TIMES PUBLISHING HOUSE LTD.,DEL,DELHI,W
1273,DELHIN27878,PRASHANT DEEP TIMES,प्रशांत दीप टाइम्स,75441.0,DELHIN/1999/02884,A.K.AGARWAL,DEL,DELHI,W
1274,DELHIN28317,TAPOMURTI TIMES,तपोमूर्ति टाइम्स,137772.0,DELHIN/2015/65217,KRISHAN PRATAP SINGH,DEL,DELHI,W
1275,DELHIN28512,VALANT TIMES,,37056.0,37056/ 81,AWDESH KUMAR JHA,DEL,DELHI,W
1276,DELENG19485,SKILL TIMES,,148232.0,UR,SAKSHAM KATHURIA,DEL,DELHI,W
1277,DELHIN11169,ISHARA TIMES,इशारा टाइम्स,80229.0,DELHIN/2001/07672,VINOD YADAV,DEL,DELHI,W
1278,DELENG00724,C F C INVESTER TIMES,,45955.0,45955/ 87,C F C LEASING LTD (PUB DIVISION),DEL,DELHI,W
1279,DELBIL08018,INTERNATIONAL PEACE TIMES,इंटरनेशनल पीस टाईम्स,133575.0,DELBIL/2015/61020,INTERNATIONAL PEACE MISSION,DEL,DELHI,W
1280,DELHIN27221,NIVIDA SANCHAR TIMES,,118531.0,DELHIN/2012/45974,DEVENDRA PRASAD,DEL,DELHI,W
1281,DELHIN27444,SANCHAR TIMES,,119882.0,DELHIN/2012/47325,DEHDANI S.K. JAIN,DEL,DELHI,W
1282,DELHIN12687,KINNI TIMES,,85640.0,DELHIN/2004/13083,KIRAN SINGH TANWAR,DEL,DELHI,W
1283,DELHIN12696,SAHAYATA TIMES,,86621.0,DELHIN/2004/14064,MOHD. SAQIB SIDDIQUI,DEL,DELHI,W
1284,DELHIN12855,TYAGI TIMES,,86613.0,DELHIN/2004/14056,DHARMPAL TYAGI,DEL,DELHI,W
1285,DELENG12522,THE INDRAPRASTHA TIMES,दि इंद्रप्रस्थ टाइम्स,76549.0,DELENG/2001/03993,SUSHIL VERMA,DEL,DELHI,W
1286,DELENG14479,THE DILKASH TIMES,,89221.0,DELENG/2006/16664,MD. PARWEZ KHAN,DEL,DELHI,W
1287,DELHIN11692,NIGAM TIMES,,81151.0,DELHIN/2002/08594,SUKHVINDER SINGH JAURA,DEL,DELHI,W
1288,DELHIN12525,VISPHOTAK TIMES,,87018.0,DELHIN/2004/14461,SHER SINGH,DEL,DELHI,W
1289,DELHIN09284,CYBER TIMES,साईबर टाईम्स,73019.0,DELHIN/1999/00462,ANUP GIRDHAR,DEL,DELHI,W
1290,DELHIN09306,HIND FAUJ TIMES,,70536.0,70536/ 99,MARGUB HUSSAIN,DEL,DELHI,W
1291,DELHIN09410,CHINU TIMES,चीनू टाइम्‍स,40473.0,40473/ 83,BABU RAM KHACHERU MAL CHARITABLE TRUST,DEL,DELHI,W
1292,DELHIN09549,MAZDOOR KALYAN TIMES,,55706.0,55706/ 92,KHEMCHAND FURWARIYA,DEL,DELHI,W
1293,DELHIN10501,MANAV SPOKESMAN TIMES,,74402.0,DELHIN/2000/01845,CHAUDHARY RAJENDRA SIRASWAL,DEL,DELHI,W
1294,DELHIN10861,ASHOKA TIMES,,76055.0,DELHIN/2001/03498,ASHOK KUMAR,DEL,DELHI,W
1295,DELHIN16108,NIRBHAY BHARAT TIMES,निर्भय भारत टाइम्स,104664.0,DELHIN/2010/32107,MANOJ KUMAR,DEL,DELHI,W
1296,DELHIN16418,KAROBAR TIMES,,113008.0,DELHIN/2011/40451,JAYNIWAS LAL SINGH,DEL,DELHI,W
1297,DELHIN16467,IQRAR TIMES,,120326.0,DELHIN/2011/47769,IKRAR KHAN,DEL,DELHI,W
1298,DELHIN05358,ADHUNIK KAUSHALYA TIMES,,53377.0,53377/ 91,UMA SHANKAR SHARMA,DEL,DELHI,W
1299,DELHIN03940,STATE TIMES,स्žटेट टाइम्žस,50644.0,50644/ 89,RAJ DALUJA,DEL,DELHI,W
1300,DELENG18579,INDO AFRICA TIMES,,127221.0,DELENG/2014/54666,KIRIT SOBTI,DEL,DELHI,W
