,Title-Code,Title Name,Hindi Title,Register Serial No,Regn No.,Owner Name,State,Publication City/District,Periodity
893,DELHIN28715,KESHAV TIMES,केशव टाइम्स,141529.0,DELHIN/2015/68974,CHANDER MOHAN SHARMA,DEL,DELHI,M
894,DELHIN28952,TRACKER TIMES,ट्रैकर टाइम्स,156504.0,DELHIN/2021/83949,MADHAV JHA,DEL,DELHI,M
895,DELMUL01088,BANGLA DESH TIMES,,28530.0,28530/ 75,DALER SHERNI,DEL,DELHI,M
896,DELHIN28615,ALL ZONE TIMES,ऑल जोन टाइम्स,141509.0,DELHIN/2016/68954,RUCHI JAIN,DEL,DELHI,M
897,DELHIN11828,SHILPI TIMES,,82149.0,DELHIN/2003/09592,ASHOK KUMAR,DEL,DELHI,M
898,DELHIN12898,SANGRAH TIMES,,87389.0,DELHIN/2005/14832,MAHESH KUMAR SINGH,DEL,DELHI,M
899,DELHIN11630,THE TIMES OF ASTROLOGY,,80390.0,DELHIN/2002/07833,RAJESHWARI SHANKER,DEL,DELHI,M
900,DELHIN13184,TANATAN TIMES,,89396.0,DELHIN/2006/16839,RAMESH KUMAR,DEL,DELHI,M
901,DELHIN07673,GUJRAL TIMES,,65120.0,65120/ 95,PARAMJIT SINGH,DEL,DELHI,M
902,DELHIN07762,HAMARA BAJAJ TIMES,,63618.0,63618/ 96,S.VIRENDER SINGH,DEL,DELHI,M
903,DELHIN07822,JAN AKASH TIMES,,64969.0,64969/ 96,VIPIN BHARDWAJ,DEL,DELHI,M
904,DELHIN16011,SANSAR TIMES,संसार टाइम्स,104247.0,DELHIN/2010/31690,CHETAN SULANIYA,DEL,DELHI,M
905,DELHIN14091,LOKTANTRA TIMES,लोकतंत्र टाइम्स,95016.0,DELHIN/2007/22459,MD.KHALID ANWAR,DEL,DELHI,M
906,DELENG10926,UTTARAKHAND TOUR AND TRAVEL TIMES,,69668.0,69668/ 98,UTTRAKHAND TOUR & TRAVELS LTD.,DEL,DELHI,M
907,DELENG11081,CIVIL SERVICES TIMES,,62339.0,62339/ 95,VIVEK SEANGRAJ,DEL,DELHI,M
908,DELENG11380,UMCI EXPORT TIMES,,55628.0,55628/ 92,GOPAL KRISHAN SOOD.,DEL,DELHI,M
909,DELENG10060,T.V. CHANNELS PROGRAMME TIMES,,67253.0,67253/ 97,SANJEEV VASHISHT,DEL,DELHI,M
910,DELHIN10053,HARI OM SADGURU TIMES,,73686.0,DELHIN/2000/01129,SADGURU CONSCIOUSNESS,DEL,DELHI,M
911,DELENG13983,NIGHTINGALE NURSING TIMES,,87776.0,DELENG/2005/15219,NIGHTINGALE EDUCATION SOCIETY,DEL,DELHI,M
912,DELENG13777,SAAOL TIMES,,83856.0,DELENG/2003/11299,M/S. SAAOL HEART AND RESEARCH FOUNDATION TRUST.,DEL,DELHI,M
913,DELHIN12740,SEVA TIMES,,85906.0,DELHIN/2004/13349,G. DEVENDIRAN,DEL,DELHI,M
914,DELBIL03561,THE MODERN TIMES ON TELEVISION,,65496.0,65496/ 97,RAKESH KUMAR ARORA,DEL,DELHI,M
915,DELBIL01105,LPG TIMES,,45871.0,45871/ 86,M/S HOT PLATE CENTRE,DEL,DELHI,M
916,DELHIN14580,GYANESHWARI TIMES,ज्ञानेश्वरी टाइम्स,95931.0,DELHIN/2007/23374,VANDANA SAXENA,DEL,DELHI,M
917,DELHIN03767,RATION TIMES,,42968.0,42968/ 84,SATYA NARAIN KUMAR SHAILENDRA,DEL,DELHI,M
918,DELHIN02843,MAVE TIMES,,45962.0,45962/ 87,AKHIL BHARTIYA MEV SABHA REGD.,DEL,DELHI,M
919,DELHIN03333,PAVITRA TIMES,,49297.0,49297/ 89,SAROJ KAPOOR,DEL,DELHI,M
920,DELHIN05370,GREEN TIMES,,55789.0,55789/ 93,ASHOK BAPNA,DEL,DELHI,M
921,DELHIN07177,GAYATRI TIMES,,61603.0,61603/ 94,MS PROMILA SAXENA,DEL,DELHI,M
922,DELHIN07698,THE CRIME TIMES,,64284.0,64284/ 96,ROHIT KUMAR GUPTA,DEL,DELHI,M
923,DELENG09246,LOCAL LAWTIMES,,59395.0,59395/ 95,VIJAY DEWAN,DEL,DELHI,M
924,DELENG09381,COMDEX TIMES,,62381.0,62381/ 95,M/S DREAMTECH PRESS(ABOOK DIVISION OF INFOCOM BOOKS INDIA PVT LTD.),DEL,DELHI,M
925,DELENG18547,WOMEN TIMES,,125924.0,DELENG/2013/53369,DIVYA KUMAR,DEL,DELHI,M
926,DELENG18635,GANESH DIAGNOSTIC TIMES,,126650.0,DELENG/2014/54095,DR. RAVIN SHARMA,DEL,DELHI,M
927,DELHIN05848,RICHIE DELHI TIMES,,53524.0,53524/ 92,RAVINDER KUMAR AHLAWAT,DEL,DELHI,M
928,DELHIN06200,POOJA TIMES,,39438.0,39438/ 82,PRAVESH KUMAR DINGRA,DEL,DELHI,M
929,DELENG18197,CRIME INVESTIGATION TIMES,,115993.0,DELENG/2012/43436,MONA CHOPRA,DEL,DELHI,M
930,DELENG18246,ELE TIMES,,118327.0,DELENG/2012/45770,NEW DELHI PRINT MEDIA PVT.LTD,DEL,DELHI,M
931,DELENG11743,JEWELLERY TIMES,,72949.0,DELENG/1999/00392,M/S SARASWATI MEDIA LTD,DEL,DELHI,M
932,DELENG12713,SECURITY TIMES,,78646.0,DELENG/2001/06089,BLACK EYE PUBLICATIONS PVT. LTD,DEL,DELHI,M
933,DELHIN08366,SAMACHAR MAIL TIMES,समाचार मेल टाइम्स,67857.0,67857/ 97,NEERU VASHISHTH,DEL,DELHI,M
934,DELBIL07939,AIRPORT TIMES,एयरपोर्ट टाइम्स,129247.0,DELBIL/2014/56692,MANPREET SINGH,DEL,DELHI,M
935,DELENG01136,COOP TIMES,,43106.0,43106/ 84,R.C DWIVEDI,DEL,DELHI,M
936,DELHIN16487,VISHARAD TIMES,विशारद टाइम्स,120510.0,DELHIN/2011/47954,MOHD. SALEEM,DEL,DELHI,M
937,DELHIN16634,DAYA JYOTI TIMES,,118614.0,DELHIN/2011/46057,HARSH SEHGAL,DEL,DELHI,M
938,DELHIN28230,SHASAN TIMES,शासन टाईम्स,135294.0,DELHIN/2012/62739,SHASAN TIMES,DEL,DELHI,M
939,DELENG19278,UNIQUE CIVIL TIMES,,142645.0,DELENG/2016/70090,UNIQUE PUBLISHERS INDIA PVT.LTD,DEL,DELHI,M
940,DELHIN27364,HOSIERY TIMES,होजरी टाइम्स,130512.0,DELHIN/2014/57957,KAMLESH RANI,DEL,DELHI,M
941,DELHIN08147,NAI DILLI TIMES,नई दि‍ल्‍ली टाइम्‍स,64210.0,64210/ 94,ANKIT SRIVASTAVA,DEL,DELHI,M
942,DELHIN11130,ROHINI SAMARPAN TIMES,रोहणी समर्पण टाइम्‍स,78094.0,DELHIN/2001/05537,CHARAN JEET SINGH,DEL,DELHI,M
943,DELHIN00931,COLONY TIMES,,23806.0,23806/ 72,KANWAR ANIL KUMAR KHURANA,DEL,DELHI,M
944,DELHIN10309,JAT TIMES PATRIKA,जाट टाइम्स पत्रिका,81527.0,DELHIN/2002/08970,VIJAY KR.BHARTI,DEL,DELHI,M
945,DELHIN14730,THE CHRISTIAN TIMES,,95918.0,DELHIN/2007/23361,SANJEEV ERIK PRASAD,DEL,DELHI,M
946,DELHIN13290,RASTRIYA PARAMHANS TIMES,,88161.0,DELHIN/2005/15604,POONAM SHARMA,DEL,DELHI,M
947,DELHIN12903,KARTAVYA TIMES,,89399.0,DELHIN/2006/16842,LAXMI,DEL,DELHI,M
948,DELHIN27384,DHIRAN TIMES,,122061.0,DELHIN/2013/49506,VINOD KUMAR,DEL,DELHI,M
949,DELENG17848,LOGISTICS TIMES,,111886.0,DELENG/2011/39329,AKSHAR GANGA MEDIA PVT. LTD.,DEL,DELHI,M
950,DELHIN06788,MAUKA TIMES,,57327.0,57327/ 94,OM KRISHNA,DEL,DELHI,M
951,DELHIN06806,SHARTHY LOTARY TIMES,,57201.0,57201/ 93,MULCHAND JAIN,DEL,DELHI,M
952,DELBIL00420,CONSUMER TIMES,,26892.0,26892/ 75,VASDEV ANAND,DEL,DELHI,M
953,DELHIN06352,VIR PARWANA TIMES,,55701.0,55701/ 92,BALWANT SINGH,DEL,DELHI,M
954,DELENG01913,THE EXPORT TIMES,,25662.0,25662/ 73,S S GANDHI,DEL,DELHI,M
955,DELHIN09106,DIVYA MIRROR TIMES,,70442.0,70442/ 98,YOGIRAJ B.L. DUA,DEL,DELHI,M
956,DELBIL04690,THE SANJIVANI MEDICAL TIMES,,76645.0,DELBIL/2001/04088,DR.RAJESH SHARMA,DEL,DELHI,M
957,DELBIL06020,SRI SAI SUMIRAN TIMES,,88793.0,DELBIL/2005/16236,ANJU TANDON,DEL,DELHI,M
958,DELBIL06030,SHRI BALAJI AASHIRWAD TIMES,,87732.0,DELBIL/2005/15175,ANIL CHOUDHARY,DEL,DELHI,M
959,DELHIN11556,GEETA TIMES,,78044.0,DELHIN/2001/05487,MANIK CHAND JAIN,DEL,DELHI,M
960,DELHIN11764,THE SHEPHARD TIMES,,82886.0,DELHIN/2003/10329,RANVIR SINGH PAL,DEL,DELHI,M
961,DELHIN11802,LEADER TIMES,,82658.0,DELHIN/2003/10101,PANKAJ PANDEY,DEL,DELHI,M
962,DELBIL07019,PUBLIC COMPLAINT TIMES,पब्लिक कम्पलेंट टाइम्स,96688.0,DELBIL/2008/24131,TAJINDER PAL SINGH GRROVER,DEL,DELHI,M
963,DELENG08578,EGJIM LAW TIMES,,57208.0,57208/ 93,ANIL KUMAR,DEL,DELHI,M
964,DELENG07869,INDIAN FARMER TIMES,,40544.0,40544/ 83,WAFM FARMER WELFARE TRUST SOCIETY,DEL,DELHI,M
965,DELHIN14004,SHRI MADH VALMIKI TIMES,श्रीमद्ध वाल्मीकी टाईम्स,91035.0,DELHIN/2006/18478,SURINDER BIRDLAN,DEL,DELHI,M
966,DELHIN27143,SOBTI TIMES,,115026.0,DELHIN/2012/42469,S.JAGJEET SINGH,DEL,DELHI,M
967,DELBIL11585,GREEN EARTH TIMES,,148146.0,DELBIL/2017/75591,SH. ARUN KUMAR,DEL,DELHI,M
968,DELENG19827,GOBAR TIMES,,,,CENTRE FOR SCIENCEAND ENVIRONMENT,DEL,DELHI,M
969,DELHIN00332,ARHAT JAIN TIMES,,50683.0,50683/ 89,VISHWA AHIMSA SANGH,DEL,DELHI,M
970,DELHIN00421,B K TIMES,,47251.0,47251/ 87,GANESH DUTT CHAWLA,DEL,DELHI,M
971,DELBIL02839,ASIAN HOMIEOPATHIC TIMES,,57169.0,57169/ 93,PANKAJ AGARWAL,DEL,DELHI,M
972,DELBIL02908,WORLD NEWS TIMES,,57163.0,57163/ 93,UMESH KUMAR,DEL,DELHI,M
973,DELHIN02150,JYOTISH TIMES,,25506.0,25506/ 73,SANSKRIT SWADHYAYA TATHA JYOTISH VIGYAN MANDIR,DEL,DELHI,M
974,DELHIN03791,RIPUL TIMES,,47447.0,47447/ 88,UNIQUE EDUCATIONAL CULTURAL WELFARE SOCIETY,DEL,DELHI,M
975,DELHIN04772,TENT SAMACHAR TIMES,टेंट समाचार टाइम्स,47391.0,47391/ 88,NAVEEN JAIN,DEL,DELHI,M
976,DELHIN09665,STATIONERY TIMES,,28863.0,28863/ 76,BRIJ MOHAN JAIN,DEL,DELHI,M
977,DELMAI00012,MAITHILI TIMES,,75259.0,DELMAI/2000/02702,VIPIN BADAL,DEL,DELHI,M
978,DELMUL00835,NEEDS TIMES DAILY,,82481.0,DELMUL/2003/09924,SPENCER ALLIED MANAGEMENT SERVICES,DEL,DELHI,M
979,DELPUN00152,LONDON PUNJAB TIMES,,39486.0,39486/ 82,BALWANT SINGH,DEL,DELHI,M
980,DELHIN09996,THE COAL TIMES,,72773.0,DELHIN/1999/00216,G.D.GOYEL,DEL,DELHI,M
981,DELHIN15843,RASHTRIYA VISHAL TIMES,,99242.0,DELHIN/2008/26685,MANOJ KUMAR,DEL,DELHI,M
982,DELHIN14903,ATIVEER TIMES,अतिवीर टाइम्स,95286.0,DELHIN/2007/22729,RAVINDRA KUMAR JAIN,DEL,DELHI,M
983,DELHIN08724,CHITRANSH INTERNATIONAL TIMES,,67846.0,67846/ 98,SHASHI KAMTHAN,DEL,DELHI,M
984,DELHIN29107,FORE FRONT TIMES,,,,FOREFRONT MEDIA LLP,DEL,DELHI,M
985,DELHIN12409,ENGINEER PATRAKAR TIMES,,87458.0,DELHIN/2004/14901,BABLI GUPTA,DEL,DELHI,M
986,DELBIL04930,SHAKTI TIMES,,74834.0,DELBIL/2000/02277,S.K. SHARMA,DEL,DELHI,M
987,DELENG09401,QUALITY TIMES,,68701.0,68701/ 95,LT.GEN.J.S. AHLUWALIA,DEL,DELHI,M
988,DELENG19847,PRIME GYNE TIMES,,,,SYED KAMIL RAZA ZAIDI,DEL,DELHI,M
989,DELENG04350,NEXT DOOR TIMES,,45883.0,45883/ 86,M J VARGHESE,DEL,DELHI,M
990,DELBIL02928,FORTUNE COLLEGE TIMES,,57243.0,57243/ 93,LALITA GUPTA,DEL,DELHI,M
991,DELBIL02960,FILM WORLD TIMES,,59243.0,59243/ 94,UMESH KUMAR,DEL,DELHI,M
992,DELBIL07480,UDYOG TIMES,उद्योग टाइम्स,106375.0,DELBIL/2010/33818,LAGHU UDYOG BHARATI,DEL,DELHI,M
993,DELBIL05436,BUSINESS PROMOTION TIMES,,83927.0,DELHIN/2003/11370,DEEPAK BATRA,DEL,DELHI,M
994,DELBIL07624,SIYASI TIMES,,112697.0,DELBIL/2011/40140,M/S ARYAN ADVERTISING PVT. LTD.,DEL,DELHI,M
995,DELENG09925,NEW DELHI TIMES,,53449.0,53449/ 91,ANKUR SRIVASTAVA,DEL,DELHI,M
996,DELENG09990,VIVEKANAND TIMES,,65600.0,65600/ 97,H.S.KAUSHAL,DEL,DELHI,M
997,DELENG18764,CPS TIMES,,128916.0,DELENG/2014/56361,ASHISH RAI,DEL,DELHI,M
998,DELHIN14115,N.L.P. TIMES,एन. एल. पी. टाइम्‍स,91494.0,DELHIN/2007/18937,ER. KABIR KHAN,DEL,DELHI,M
999,DELHIN11926,DALIT TIMES,,85825.0,DELHIN/2004/13268,HUKAM CHAND BHASKAR,DEL,DELHI,M
1000,DELHIN12045,MAHARAJA SURAJMAL TIMES,,83943.0,DELHIN/2003/11386,VIRENDRA S.CHATTHA,DEL,DELHI,M
1001,DELHIN28765,SHAPATH TIMES,शपथ टाइम्‍स,147662.0,DELHIN/2018/75107,PAPPU CHAURASIA,DEL,DELHI,M
1002,DELENG19837,CENTAX LAW TIMES,,153607.0,DELENG/2021/81052,CENTAX LAW PUBLICATIONS PRIVATE LIMITED,DEL,DELHI,M
1003,DELHIN03558,PUSHP RITU TIMES,,47388.0,47388/ 88,YASHPAL ANAND,DEL,DELHI,M
1004,DELBIL04250,KONARK TIMES,,77312.0,DELBIL2001/04755,NARESH SHANDILYA,DEL,DELHI,M
1005,DELHIN03048,NAVDEEP GOPAN TIMES,नवदीप गोपन टाइम्स,49266.0,49266/ 89,KHURSHID BEGUM,DEL,DELHI,M
1006,DELENG12540,GREEN ACRES AND TECHNO PLAZA TIMES,,81731.0,DELENG/2003/09174,K.K.MALVIYA,DEL,DELHI,M
1007,DELHIN10259,RASHTRIYA PRACHAND AWAZ TIMES,राष्ट्रीय प्रचण्ड आवाज टाइम्स,66919.0,66919/ 97,JITENDRA KUMAR,DEL,DELHI,M
1008,DELHIN10588,ELECTRICALS & ELECTRONICS ONLINE TIMES,,74784.0,DELHIN/2000/02227,PRASHANT MEDIRATTA,DEL,DELHI,M
1009,DELHIN10891,VARTMAN BHARAT TIMES,,77460.0,DELHIN/2001/04903,PAWAN SAHAYOGI,DEL,DELHI,M
1010,DELHIN27313,SHRI SAI NAZAR TIMES,,125157.0,DELHIN/2012/52602,DHEERAJ SANDUJA,DEL,DELHI,M
1011,DELHIN27615,KAROBAR TIMES MEDIA,,126718.0,DELHIN/2013/54163,JAYNIWAS LAL SINGH,DEL,DELHI,M
1012,DELHIN27718,BUREAUCRACY TIMES,ब्यूरोक्रेसी टाइम्स,129892.0,DELHIN/2014/57337,BASANT KUMAR JHA,DEL,DELHI,M
1013,DELENG08457,PLAZA TIMES,,55744.0,55744/ 93,SANJAY GROVER,DEL,DELHI,M
1014,DELHIN07059,USHA TIMES,,57395.0,57395/ 94,ASHOK KUMAR SINGHAL,DEL,DELHI,M
1015,DELHIN08837,OPTICAL TIMES,,67720.0,67720/ 98,JAGJIT KAUR,DEL,DELHI,M
1016,DELHIN07501,KOLI TIMES,कोली टाइम्स,59478.0,59478/ 95,MITTHAN LAL SETH,DEL,DELHI,M
1017,DELBIL11384,RADIO TIMES,,12938.0,12938/ 67,HARI DATT SHARMA,DEL,DELHI,M
1018,DELMUL00831,SHREE VIJAY INDER TIMES,,83103.0,DELMUL/2003/10546,M/S SHREE VIJAY INDER TIMES PARIVAR,DEL,DELHI,M
1019,DELMUL01075,THE RAJPUT TIMES,,14411.0,14411/ 62,"THE RAJPUT ASSOCIATON (REGD) , DELHI",DEL,DELHI,M
1020,DELENG19923,GOBAR TIMES,,,,CENTRE FOR SCIENCE AND ENVIRONMENT,DEL,DELHI,M
1021,DELENG08925,PLEASURE TIMES,,59224.0,59224/ 94,ASHOK DUTT,DEL,DELHI,M
1022,DELBIL03000,APRADH TIMES,,59299.0,59299/ 94,R N GUPTA,DEL,DELHI,M
1023,DELBIL03409,CREATIVE SCHOOL TIMES,,64639.0,64639/ 96,SUDHIR NARANG,DEL,DELHI,M
1024,DELHIN05447,ARIYA NIRDESHKA TIMES,,55572.0,55572/ 91,KAUSAL KUMAR,DEL,DELHI,M
1025,DELHIN28848,EROS TIMES,,148092.0,DELHIN/2018/75537,ANEES AHMAD,DEL,DELHI,M
1026,DELHIN28860,VIPASSANA TIMES,विपासना टाइम्स,150049.0,DELHIN/2019/77494,BRIJESH KUMAR,DEL,DELHI,M
1027,DELHIN28863,SWARAJ JANATA TIMES,,,UR,SWARAJ JANATA PATRY,DEL,DELHI,M
1028,DELHIN28896,VEDIC YUG TIMES,,,,MADAN SINGH,DEL,DELHI,M
1029,DELHIN16191,NAV SANSAR TIMES,नव संसार टाइम्स,104253.0,DELHIN/2010/31696,CHETAN SULANIYA,DEL,DELHI,M
1030,DELENG07818,CAREER & COMPETITION TIMES,,39227.0,39227/ 81,"BENNETT, COLEMAN & CO.LTD",DEL,DELHI,M
1031,DELENG06675,FINTRA TIMES,,53473.0,53473/ 91,FINTRA SYSTEMS (P) LTD.,DEL,DELHI,M
1032,DELHIN11192,THE WORLD TIMES,,79741.0,DELHIN/2002/07184,RAJENDRA SHARMA,DEL,DELHI,M
1033,DELHIN11230,KAIHAR TIMES,,80508.0,DELHIN/2001/07951,PRAVEEN CHAUDHARY,DEL,DELHI,M
1034,DELHIN10313,SHOOL TIMES,,73923.0,DELHIN/2000/01366,TARANG ANTRA PUBLICATIONS,DEL,DELHI,M
1035,DELHIN12793,KALP TIMES,,85852.0,DELHIN/2004/13295,BINITA,DEL,DELHI,M
1036,DELHIN09090,CRICKET TIMES,,47294.0,47294/ 88,TARUN KUMAR JAIN,DEL,DELHI,M
1037,DELENG14379,DWARKA INFO TIMES,,89228.0,DELENG/2004/16671,PRAMEET SALUJA,DEL,DELHI,M
1038,DELENG11672,THE COAL TIMES,,72692.0,DELENG/1999/00135,G.D.GOYEL,DEL,DELHI,M
1039,DELENG18556,TIMES WHAT'S UP,,124215.0,DELENG/2013/51660,"BENNETT, COLEMAN & CO.LTD",DEL,DELHI,M
1040,DELBIL05674,WE SERVE TIMES,,86477.0,DELBIL/2004/13920,NARENDER DHAWAN,DEL,DELHI,M
1041,DELBIL06731,VYAPAR TIMES,,99940.0,DELBIL/2009/27383,PRAVEEN DIXIT,DEL,DELHI,M
1042,DELBIL07044,ART TIMES,आर्ट टाइम्स,97769.0,DELBIL/2008/25212,VIRENDER KUMAR,DEL,DELHI,M
1043,DELBIL07665,DRUG TODAY MEDICAL TIMES,,118117.0,DELBIL/2012/45560,M/S. LORINA PUBLICATIONS (I) INC,DEL,DELHI,M
1044,DELBIL05178,MARKET TIMES,,81223.0,DELBIL/2002/08666,JAGDISH LAL GOSWAMI,DEL,DELHI,M
1045,DELENG16446,CIVIL SERVICES ASPIRANTS TIMES,,95984.0,DELENG/2008/23427,BHOLA NATH SINGH CHOUDHARY,DEL,DELHI,M
1046,DELENG19267,THE TIMES OF ASTROLOGY,,43048.0,43048/ 85,RAJESHWARI SHANKER,DEL,DELHI,M
1047,DELENG09653,CIVIL LAW TIMES,,63968.0,63968/ 96,PRADEEP BAHL,DEL,DELHI,M
1048,DELHIN14169,TULSI TIMES,तुलसी टाइम्स,90481.0,DELHIN/2006/17924,PRAVEEN GARG,DEL,DELHI,M
1049,DELHIN07095,DON TIMES,,57369.0,57369/ 94,SMT.SABJI DEVI,DEL,DELHI,M
1050,DELHIN07282,MOOK TANTRA TIMES,,59351.0,59351/ 94,ASHA,DEL,DELHI,M
1051,DELHIN14873,GAGANDEEP TIMES,गगनदीप टाइम्स,96125.0,DELHIN/2008/23568,JITENDER PAL SINGH,DEL,DELHI,M
1052,DELENG19492,VALUE CREATION TIMES,,146290.0,DELENG/2017/73735,ETERNAL GANGES PRESS PVT. LTD.,DEL,DELHI,M
1053,DELENG19346,EDU HUB TIMES,,142409.0,DELENG/2016/69854,BHARAT RAI MEDIRATTA,DEL,DELHI,M
1054,DELHIN27790,AMAN BHAICHARA TIMES,,128892.0,DELHIN/2014/56337,RANJEET KUMAR PANDEY,DEL,DELHI,M
1055,DELHIN28476,SHROTA TIMES,,37060.0,37060/ 81,SURINDRA ARORA,DEL,DELHI,M
1056,DELHIN12991,APRADH NIYANTRAN TIMES,अपराध नियंत्रण टाइम्स,89566.0,DELHIN/2005/17009,SHANKAR LAL KASHYAP,DEL,DELHI,M
1057,DELHIN13339,SEELAMPUR TIMES,सीलमपुर टाइम्स,88992.0,DELHIN/2005/16435,KUSUMLATA,DEL,DELHI,M
1058,DELHIN29072,MANJEERA TIMES,,,,BHRIGU NATH MISHRA CHARITABLE TRUST,DEL,DELHI,M
1059,DELENG08263,AUDIO & VIDEO TRADE TIMES,,55630.0,55630/ 92,ANIL DISPLAY PVT. LTD.,DEL,DELHI,M
1060,DELHIN14695,IQRA TIMES,इक़रा टाईम्‍स,94416.0,DELHIN/2007/21859,SHABAN AHMED,DEL,DELHI,M
1061,DELHIN16557,AMIYA TIMES,,117087.0,DELHIN/2011/44530,RANJANA UPADHYAY,DEL,DELHI,M
1062,DELHIN16567,VISHWADHARMA TIMES,,113306.0,DELHIN/2012/40749,ROHIT SHARMA,DEL,DELHI,M
1063,DELHIN16662,UJESHA TIMES,उजेषा टाइम्स,113144.0,DELHIN/2011/40587,LUSTINESS NEWS PRIVATE LIMITED,DEL,DELHI,M
1064,DELENG15672,CORPORATE NEWS NETWORK TIMES,कॉर्पोरेट न्यूज़ नेटवर्क टाइम्स,91607.0,DELENG/2006/19050,DEEPAK DAS GUPTA,DEL,DELHI,M
1065,DELENG18780,JAIN AHIMSA TIMES,,129695.0,DELENG/2014/57140,ANIL KUMAR JAIN,DEL,DELHI,M
1066,DELHIN09905,TIMES ASIA SANSKARAN,टाइम्स एशिया संस्करण,71069.0,71069/ 99,LOKESH SHRIVASTAV,DEL,DELHI,M
1067,DELHIN09940,AGRO TIMES PATRIKA,,75333.0,DELHIN/2000/02776,GEETA TIWARI,DEL,DELHI,M
1068,DELHIN11712,JAIN TIMES,,82508.0,DELHIN/2003/09951,SARDAR KULWANT SINGH,DEL,DELHI,M
1069,DELHIN11883,PROFESSIONAL TIMES,,82950.0,DELHIN/2003/10393,MAHESH NARAYAN SHARMA,DEL,DELHI,M
1070,DELHIN12078,KRISHI TIMES,,79604.0,DELHIN/2002/07047,RAMESH MAINGI,DEL,DELHI,M
1071,DELBIL06659,BLACK BELT INDIA TIMES,ब्‍लैक बैल्‍ट इंडि‍या टाइम्‍स,93415.0,DELBIL/2007/20858,MADAN KUMAR,DEL,DELHI,M
1072,DELBIL05525,CMA TIMES,,89061.0,DELBIL/2005/16504,SANJEEV KUMAR,DEL,DELHI,M
1073,DELBIL06160,THE CAPITAL SMALL NEWS PAPER TIMES,,88819.0,DELBIL/2006/16262,CAPITAL SMALL NEWS PAPER ASSOCIATION,DEL,DELHI,M
1074,DELBIL07378,AGGARWAL VIVAH TIMES,,110639.0,DELBIL/2011/38082,SUBHASH GARG,DEL,DELHI,M
1075,DELENG14081,TIMES OF MEDICINE,,86774.0,DELENG/2004/14217,TIMES OF MEDICINES,DEL,DELHI,M
1076,DELENG14406,KALP TIMES,,85853.0,DELENG/2004/13296,BINITA,DEL,DELHI,M
1077,DELBIL07453,HIND KI AWAZ TIMES,हिन्द की आवाज़ टाइम्स,107770.0,DELBIL/2010/35213,RAJ BIR TYAGI,DEL,DELHI,M
1078,DELENG18073,THE DETECTIVE TIMES,,115622.0,DELENG/2012/43065,T.P.S. GRROVER,DEL,DELHI,M
1079,DELBIL00763,GYAN TIMES,,28577.0,28577/ 75,SHAKUNTLA YADAV,DEL,DELHI,M
1080,DELBIL00834,HOSIERY & TEXTILE TIMES,,16373.0,16373/ 68,M/S TIMES PRAKASHAN (SMT. S. D. SHARMA),DEL,DELHI,M
1081,DELHIN02998,NALANDA TIMES,,47252.0,47252/ 86,ASHOK KUMAR TIWARI,DEL,DELHI,M
1082,DELHIN03598,RAGHUKUL TIMES,,45888.0,45888/ 87,VIJAY BAHADUR SINGH,DEL,DELHI,M
1083,DELHIN03851,SABHAR TIMES,साभार टाइम्स,45706.0,45706/ 86,ANIL KUMAR DUGGAL,DEL,DELHI,M
1084,DELBIL11495,YUDH VEER TIMES,युद्ध वीर टाइम्स,142135.0,DELBIL/2016/69580,DISABLED WAR VETERANS (INDIA),DEL,DELHI,M
1085,DELHIN01221,DHARMENDER TIMES,,47398.0,47398/ 88,HARI OM SINGH,DEL,DELHI,M
1086,DELENG00872,CHEMICAL AND POLYMER TIMES,,28507.0,28507/ 75,"SMALL BUSINESS PUBLICATIONS, DELHI",DEL,DELHI,M
1087,DELBIL07954,ETERNAL TIMES,,140073.0,DELBIL/2015/67518,ANUP KUMAR DUTTA,DEL,DELHI,M
1088,DELHIN01997,JANPRIYA TIMES,,42822.0,42822/ 84,MANJU SHARMA,DEL,DELHI,M
1089,DELMUL01019,SAI SENA TIMES,,109380.0,DELMUL/2011/36823,SAI SENA,DEL,DELHI,M
1090,DELPUN00525,GOBIND SADAN TIMES,,71635.0,71635/ 99,GOBIND SADAN INSTT.F,DEL,DELHI,M
1091,DELHIN10480,PRASHASAN TIMES,,75523.0,DELHIN/2000/02966,SANJEEV KUMAR,DEL,DELHI,M
1092,DELHIN10714,KRUSHAK TIMES,,75558.0,DELHIN/2001/03001,NAND KISHOR AGARWAL,DEL,DELHI,M
1093,DELHIN10898,RAGHAV SAMARPAN TIMES,,77364.0,DELHIN/2001/04807,NAWALSINGH RAGHAV,DEL,DELHI,M
1094,DELHIN07950,PALAM TIMES,,64735.0,64735/ 96,VIJAY PAL SINGH,DEL,DELHI,M
1095,DELHIN08586,SHAKUNTALA TIMES,,67721.0,67721/ 98,RAMESH KUMAR JAIN,DEL,DELHI,M
1096,DELHIN13360,BAIRVA TIMES,बैरवा टाइम्स,88068.0,DELHIN/2005/15511,MOTI LAL BAIRVA,DEL,DELHI,M
1097,DELHIN13446,JAIN SANGAM TIMES,,53445.0,53445/ 91,MANAV MANDIR MISSION,DEL,DELHI,M
1098,DELHIN13217,DHARAM PRACHAND AWAZ TIMES,धरम प्रचंड आवाज़ टाइम्स,88220.0,DELHIN/2005/15663,PRAKASH,DEL,DELHI,M
